"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","25.10.2018 06:00 - 25.10.2018 07:00 (CET)","417","n/e","n/e","4531","0","0","n/e","n/e","n/e","17","","0","n/e","n/e","1021","703","n/e","0","186","151","303"
"BZN|BE","25.10.2018 07:00 - 25.10.2018 08:00 (CET)","416","n/e","n/e","4870","0","0","n/e","n/e","n/e","26","","0","n/e","n/e","1020","728","n/e","0","184","105","301"
"BZN|BE","25.10.2018 08:00 - 25.10.2018 09:00 (CET)","411","n/e","n/e","4924","0","0","n/e","n/e","n/e","266","","0","n/e","n/e","1019","764","n/e","4","186","76","251"
"BZN|BE","25.10.2018 09:00 - 25.10.2018 10:00 (CET)","413","n/e","n/e","4956","0","0","n/e","n/e","n/e","572","","0","n/e","n/e","1020","763","n/e","57","186","134","215"
"BZN|BE","25.10.2018 10:00 - 25.10.2018 11:00 (CET)","409","n/e","n/e","4926","0","0","n/e","n/e","n/e","499","","0","n/e","n/e","1024","764","n/e","175","183","140","185"
"BZN|BE","25.10.2018 11:00 - 25.10.2018 12:00 (CET)","398","n/e","n/e","4918","0","0","n/e","n/e","n/e","306","","1","n/e","n/e","1021","766","n/e","351","180","110","182"
"BZN|BE","25.10.2018 12:00 - 25.10.2018 13:00 (CET)","400","n/e","n/e","4914","0","0","n/e","n/e","n/e","292","","1","n/e","n/e","1019","758","n/e","478","178","66","161"
"BZN|BE","25.10.2018 13:00 - 25.10.2018 14:00 (CET)","400","n/e","n/e","4929","0","0","n/e","n/e","n/e","66","","0","n/e","n/e","1019","765","n/e","448","179","26","114"
"BZN|BE","25.10.2018 14:00 - 25.10.2018 15:00 (CET)","405","n/e","n/e","4883","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1019","774","n/e","339","182","35","102"
"BZN|BE","25.10.2018 15:00 - 25.10.2018 16:00 (CET)","382","n/e","n/e","4867","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1020","764","n/e","239","182","40","102"
"BZN|BE","25.10.2018 16:00 - 25.10.2018 17:00 (CET)","349","n/e","n/e","4814","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1021","782","n/e","134","185","33","91"
"BZN|BE","25.10.2018 17:00 - 25.10.2018 18:00 (CET)","353","n/e","n/e","4794","0","0","n/e","n/e","n/e","1","","0","n/e","n/e","1021","782","n/e","35","183","24","80"
"BZN|BE","25.10.2018 18:00 - 25.10.2018 19:00 (CET)","404","n/e","n/e","4951","0","0","n/e","n/e","n/e","444","","0","n/e","n/e","1020","790","n/e","1","186","9","78"
"BZN|BE","25.10.2018 19:00 - 25.10.2018 20:00 (CET)","420","n/e","n/e","4845","0","0","n/e","n/e","n/e","692","","0","n/e","n/e","1020","794","n/e","0","178","25","74"
"BZN|BE","25.10.2018 20:00 - 25.10.2018 21:00 (CET)","419","n/e","n/e","4864","0","0","n/e","n/e","n/e","393","","0","n/e","n/e","1020","769","n/e","0","175","34","77"
"BZN|BE","25.10.2018 21:00 - 25.10.2018 22:00 (CET)","417","n/e","n/e","4613","0","0","n/e","n/e","n/e","160","","0","n/e","n/e","1021","716","n/e","0","151","N/A","77"
"BZN|BE","25.10.2018 22:00 - 25.10.2018 23:00 (CET)","416","n/e","n/e","4626","0","0","n/e","n/e","n/e","110","","0","n/e","n/e","1021","671","n/e","0","152","6","79"
"BZN|BE","25.10.2018 23:00 - 26.10.2018 00:00 (CET)","416","n/e","n/e","4655","0","0","n/e","n/e","n/e","47","","0","n/e","n/e","1020","706","n/e","0","154","29","79"
"BZN|BE","26.10.2018 00:00 - 26.10.2018 01:00 (CET)","414","n/e","n/e","4567","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1020","671","n/e","0","149","84","88"
"BZN|BE","26.10.2018 01:00 - 26.10.2018 02:00 (CET)","414","n/e","n/e","4578","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1020","605","n/e","0","148","120","94"
"BZN|BE","26.10.2018 02:00 - 26.10.2018 03:00 (CET)","381","n/e","n/e","4498","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1019","606","n/e","0","153","162","108"
"BZN|BE","26.10.2018 03:00 - 26.10.2018 04:00 (CET)","333","n/e","n/e","4222","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1019","605","n/e","0","169","261","144"
"BZN|BE","26.10.2018 04:00 - 26.10.2018 05:00 (CET)","331","n/e","n/e","3903","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1022","610","n/e","0","184","339","146"
"BZN|BE","26.10.2018 05:00 - 26.10.2018 06:00 (CET)","330","n/e","n/e","4087","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1023","632","n/e","0","187","482","157"
"BZN|BE","26.10.2018 06:00 - 26.10.2018 07:00 (CET)","390","n/e","n/e","4411","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1023","672","n/e","0","187","690","191"
"BZN|BE","26.10.2018 07:00 - 26.10.2018 08:00 (CET)","417","n/e","n/e","4613","0","0","n/e","n/e","n/e","72","","0","n/e","n/e","1021","731","n/e","0","186","573","297"
"BZN|BE","26.10.2018 08:00 - 26.10.2018 09:00 (CET)","418","n/e","n/e","4622","0","0","n/e","n/e","n/e","257","","0","n/e","n/e","1021","796","n/e","3","182","512","357"
"BZN|BE","26.10.2018 09:00 - 26.10.2018 10:00 (CET)","422","n/e","n/e","4638","0","0","n/e","n/e","n/e","751","","0","n/e","n/e","1020","774","n/e","56","178","686","400"
"BZN|BE","26.10.2018 10:00 - 26.10.2018 11:00 (CET)","422","n/e","n/e","4638","0","0","n/e","n/e","n/e","588","","0","n/e","n/e","1020","750","n/e","179","172","645","394"
"BZN|BE","26.10.2018 11:00 - 26.10.2018 12:00 (CET)","418","n/e","n/e","4639","0","0","n/e","n/e","n/e","402","","1","n/e","n/e","1019","765","n/e","237","170","824","325"
"BZN|BE","26.10.2018 12:00 - 26.10.2018 13:00 (CET)","417","n/e","n/e","4699","0","0","n/e","n/e","n/e","292","","1","n/e","n/e","1021","781","n/e","320","176","827","355"
"BZN|BE","26.10.2018 13:00 - 26.10.2018 14:00 (CET)","415","n/e","n/e","4707","0","0","n/e","n/e","n/e","539","","0","n/e","n/e","1021","809","n/e","323","175","666","359"
"BZN|BE","26.10.2018 14:00 - 26.10.2018 15:00 (CET)","421","n/e","n/e","4706","0","0","n/e","n/e","n/e","178","","0","n/e","n/e","1021","817","n/e","367","183","710","431"
"BZN|BE","26.10.2018 15:00 - 26.10.2018 16:00 (CET)","430","n/e","n/e","4629","0","0","n/e","n/e","n/e","1","","0","n/e","n/e","1021","811","n/e","302","175","596","470"
"BZN|BE","26.10.2018 16:00 - 26.10.2018 17:00 (CET)","428","n/e","n/e","4699","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1022","808","n/e","157","178","578","448"
"BZN|BE","26.10.2018 17:00 - 26.10.2018 18:00 (CET)","425","n/e","n/e","4720","0","0","n/e","n/e","n/e","55","","0","n/e","n/e","1023","832","n/e","57","189","561","388"
"BZN|BE","26.10.2018 18:00 - 26.10.2018 19:00 (CET)","429","n/e","n/e","4835","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","802","n/e","4","189","897","422"
"BZN|BE","26.10.2018 19:00 - 26.10.2018 20:00 (CET)","427","n/e","n/e","4870","0","0","n/e","n/e","n/e","556","","0","n/e","n/e","1024","759","n/e","0","190","947","357"
"BZN|BE","26.10.2018 20:00 - 26.10.2018 21:00 (CET)","425","n/e","n/e","4848","0","0","n/e","n/e","n/e","183","","0","n/e","n/e","1024","725","n/e","0","191","1033","329"
"BZN|BE","26.10.2018 21:00 - 26.10.2018 22:00 (CET)","417","n/e","n/e","4788","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","704","n/e","0","192","1123","342"
"BZN|BE","26.10.2018 22:00 - 26.10.2018 23:00 (CET)","354","n/e","n/e","4593","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","686","n/e","0","194","1104","310"
"BZN|BE","26.10.2018 23:00 - 27.10.2018 00:00 (CET)","318","n/e","n/e","4576","0","0","n/e","n/e","n/e","55","","0","n/e","n/e","1023","684","n/e","0","192","1035","332"
"BZN|BE","27.10.2018 00:00 - 27.10.2018 01:00 (CET)","275","n/e","n/e","4340","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1023","632","n/e","0","192","1019","413"
"BZN|BE","27.10.2018 01:00 - 27.10.2018 02:00 (CET)","275","n/e","n/e","4374","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1023","628","n/e","0","191","939","417"
"BZN|BE","27.10.2018 02:00 - 27.10.2018 03:00 (CET)","268","n/e","n/e","4320","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1023","687","n/e","0","192","960","367"
"BZN|BE","27.10.2018 03:00 - 27.10.2018 04:00 (CET)","270","n/e","n/e","4364","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1023","697","n/e","0","193","916","394"
"BZN|BE","27.10.2018 04:00 - 27.10.2018 05:00 (CET)","271","n/e","n/e","4300","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","696","n/e","0","192","886","419"
"BZN|BE","27.10.2018 05:00 - 27.10.2018 06:00 (CET)","271","n/e","n/e","4397","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1025","675","n/e","0","193","762","415"
"BZN|BE","27.10.2018 06:00 - 27.10.2018 07:00 (CET)","286","n/e","n/e","4410","0","0","n/e","n/e","n/e","0","","1","n/e","n/e","1025","685","n/e","0","192","861","344"
"BZN|BE","27.10.2018 07:00 - 27.10.2018 08:00 (CET)","351","n/e","n/e","4485","0","0","n/e","n/e","n/e","5","","1","n/e","n/e","1025","742","n/e","0","192","1031","310"
"BZN|BE","27.10.2018 08:00 - 27.10.2018 09:00 (CET)","357","n/e","n/e","4483","0","0","n/e","n/e","n/e","1","","0","n/e","n/e","1024","795","n/e","16","190","991","252"
"BZN|BE","27.10.2018 09:00 - 27.10.2018 10:00 (CET)","353","n/e","n/e","4488","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1026","812","n/e","197","184","979","214"
"BZN|BE","27.10.2018 10:00 - 27.10.2018 11:00 (CET)","352","n/e","n/e","4545","0","0","n/e","n/e","n/e","174","","0","n/e","n/e","1025","810","n/e","442","178","931","115"
"BZN|BE","27.10.2018 11:00 - 27.10.2018 12:00 (CET)","357","n/e","n/e","4497","0","0","n/e","n/e","n/e","148","","0","n/e","n/e","1025","809","n/e","770","181","817","62"
"BZN|BE","27.10.2018 12:00 - 27.10.2018 13:00 (CET)","356","n/e","n/e","4502","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","777","n/e","912","182","724","42"
"BZN|BE","27.10.2018 13:00 - 27.10.2018 14:00 (CET)","341","n/e","n/e","4413","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","780","n/e","982","180","675","51"
"BZN|BE","27.10.2018 14:00 - 27.10.2018 15:00 (CET)","277","n/e","n/e","4359","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","765","n/e","993","182","542","55"
"BZN|BE","27.10.2018 15:00 - 27.10.2018 16:00 (CET)","274","n/e","n/e","4339","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1024","733","n/e","810","187","317","50"
"BZN|BE","27.10.2018 16:00 - 27.10.2018 17:00 (CET)","273","n/e","n/e","4334","0","0","n/e","n/e","n/e","32","","0","n/e","n/e","1024","747","n/e","471","192","202","41"
"BZN|BE","27.10.2018 17:00 - 27.10.2018 18:00 (CET)","229","n/e","n/e","4327","0","0","n/e","n/e","n/e","90","","0","n/e","n/e","1024","751","n/e","146","191","109","38"
"BZN|BE","27.10.2018 18:00 - 27.10.2018 19:00 (CET)","227","n/e","n/e","4335","0","0","n/e","n/e","n/e","99","","0","n/e","n/e","1024","742","n/e","6","193","110","33"
"BZN|BE","27.10.2018 19:00 - 27.10.2018 20:00 (CET)","231","n/e","n/e","4395","0","0","n/e","n/e","n/e","474","","0","n/e","n/e","1023","712","n/e","0","194","203","37"
"BZN|BE","27.10.2018 20:00 - 27.10.2018 21:00 (CET)","231","n/e","n/e","4372","0","0","n/e","n/e","n/e","336","","0","n/e","n/e","1024","674","n/e","0","193","213","46"
"BZN|BE","27.10.2018 21:00 - 27.10.2018 22:00 (CET)","232","n/e","n/e","4435","0","0","n/e","n/e","n/e","133","","0","n/e","n/e","1024","680","n/e","0","194","275","54"
"BZN|BE","27.10.2018 22:00 - 27.10.2018 23:00 (CET)","218","n/e","n/e","4365","0","0","n/e","n/e","n/e","1","","0","n/e","n/e","1024","661","n/e","0","193","301","143"
"BZN|BE","27.10.2018 23:00 - 28.10.2018 00:00 (CET)","222","n/e","n/e","4400","0","0","n/e","n/e","n/e","62","","0","n/e","n/e","1024","642","n/e","0","191","260","205"
"BZN|BE","28.10.2018 00:00 - 28.10.2018 01:00 (CET)","221","n/e","n/e","3965","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1025","580","n/e","0","193","550","213"
"BZN|BE","28.10.2018 01:00 - 28.10.2018 02:00 (CET)","218","n/e","n/e","3710","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1025","561","n/e","0","194","831","298"
"BZN|BE","28.10.2018 02:00 - 28.10.2018 03:00 (CET)","218","n/e","n/e","3110","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","562","n/e","0","194","N/A","N/A"
"BZN|BE","28.10.2018 02:00 - 28.10.2018 03:00 (CET)","219","n/e","n/e","3023","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","562","n/e","0","194","969","408"
"BZN|BE","28.10.2018 03:00 - 28.10.2018 04:00 (CET)","216","n/e","n/e","3036","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","602","n/e","0","194","1040","520"
"BZN|BE","28.10.2018 04:00 - 28.10.2018 05:00 (CET)","222","n/e","n/e","2919","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","585","n/e","0","195","1075","572"
"BZN|BE","28.10.2018 05:00 - 28.10.2018 06:00 (CET)","217","n/e","n/e","2904","0","0","n/e","n/e","n/e","0","","1","n/e","n/e","1027","639","n/e","0","193","1118","502"
"BZN|BE","28.10.2018 06:00 - 28.10.2018 07:00 (CET)","214","n/e","n/e","3288","0","0","n/e","n/e","n/e","0","","1","n/e","n/e","1027","653","n/e","0","194","1121","559"
"BZN|BE","28.10.2018 07:00 - 28.10.2018 08:00 (CET)","213","n/e","n/e","3470","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1029","683","n/e","5","193","1122","738"
"BZN|BE","28.10.2018 08:00 - 28.10.2018 09:00 (CET)","215","n/e","n/e","3405","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1029","710","n/e","165","194","1127","753"
"BZN|BE","28.10.2018 09:00 - 28.10.2018 10:00 (CET)","219","n/e","n/e","3632","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","762","n/e","597","192","1126","785"
"BZN|BE","28.10.2018 10:00 - 28.10.2018 11:00 (CET)","241","n/e","n/e","3636","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","769","n/e","838","192","1118","710"
"BZN|BE","28.10.2018 11:00 - 28.10.2018 12:00 (CET)","242","n/e","n/e","3547","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","765","n/e","1101","190","1106","666"
"BZN|BE","28.10.2018 12:00 - 28.10.2018 13:00 (CET)","239","n/e","n/e","3255","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1026","716","n/e","1409","181","1096","775"
"BZN|BE","28.10.2018 13:00 - 28.10.2018 14:00 (CET)","241","n/e","n/e","3499","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","720","n/e","1025","190","1067","836"
"BZN|BE","28.10.2018 14:00 - 28.10.2018 15:00 (CET)","239","n/e","n/e","3427","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","734","n/e","857","193","1009","786"
"BZN|BE","28.10.2018 15:00 - 28.10.2018 16:00 (CET)","238","n/e","n/e","3164","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","700","n/e","508","193","1059","787"
"BZN|BE","28.10.2018 16:00 - 28.10.2018 17:00 (CET)","237","n/e","n/e","3264","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1026","698","n/e","158","193","1038","688"
"BZN|BE","28.10.2018 17:00 - 28.10.2018 18:00 (CET)","236","n/e","n/e","3878","0","0","n/e","n/e","n/e","59","","0","n/e","n/e","1027","753","n/e","6","191","992","600"
"BZN|BE","28.10.2018 18:00 - 28.10.2018 19:00 (CET)","238","n/e","n/e","4094","0","0","n/e","n/e","n/e","233","","0","n/e","n/e","1027","787","n/e","0","190","979","613"
"BZN|BE","28.10.2018 19:00 - 28.10.2018 20:00 (CET)","247","n/e","n/e","3925","0","0","n/e","n/e","n/e","230","","0","n/e","n/e","1027","753","n/e","0","189","1050","688"
"BZN|BE","28.10.2018 20:00 - 28.10.2018 21:00 (CET)","252","n/e","n/e","3964","0","0","n/e","n/e","n/e","400","","0","n/e","n/e","1027","690","n/e","0","191","1089","665"
"BZN|BE","28.10.2018 21:00 - 28.10.2018 22:00 (CET)","247","n/e","n/e","3918","0","0","n/e","n/e","n/e","31","","0","n/e","n/e","1027","682","n/e","0","193","1091","619"
"BZN|BE","28.10.2018 22:00 - 28.10.2018 23:00 (CET)","249","n/e","n/e","3921","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","664","n/e","0","193","1116","637"
"BZN|BE","28.10.2018 23:00 - 29.10.2018 00:00 (CET)","245","n/e","n/e","4045","0","0","n/e","n/e","n/e","23","","0","n/e","n/e","1028","675","n/e","0","192","1085","535"
"BZN|BE","29.10.2018 00:00 - 29.10.2018 01:00 (CET)","255","n/e","n/e","4068","0","0","n/e","n/e","n/e","179","","0","n/e","n/e","1028","672","n/e","0","191","1032","428"
"BZN|BE","29.10.2018 01:00 - 29.10.2018 02:00 (CET)","258","n/e","n/e","4064","0","0","n/e","n/e","n/e","134","","0","n/e","n/e","1028","670","n/e","0","191","1006","360"
"BZN|BE","29.10.2018 02:00 - 29.10.2018 03:00 (CET)","258","n/e","n/e","3971","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","637","n/e","0","193","860","492"
"BZN|BE","29.10.2018 03:00 - 29.10.2018 04:00 (CET)","260","n/e","n/e","3855","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","647","n/e","0","194","827","342"
"BZN|BE","29.10.2018 04:00 - 29.10.2018 05:00 (CET)","259","n/e","n/e","3869","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1029","681","n/e","0","194","817","231"
"BZN|BE","29.10.2018 05:00 - 29.10.2018 06:00 (CET)","255","n/e","n/e","4026","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1030","716","n/e","0","192","849","281"
"BZN|BE","29.10.2018 06:00 - 29.10.2018 07:00 (CET)","310","n/e","n/e","4316","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1029","730","n/e","0","191","942","332"
"BZN|BE","29.10.2018 07:00 - 29.10.2018 08:00 (CET)","351","n/e","n/e","4678","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1029","752","n/e","2","187","967","263"
"BZN|BE","29.10.2018 08:00 - 29.10.2018 09:00 (CET)","355","n/e","n/e","5058","0","0","n/e","n/e","n/e","259","","1","n/e","n/e","1028","770","n/e","50","186","882","209"
"BZN|BE","29.10.2018 09:00 - 29.10.2018 10:00 (CET)","362","n/e","n/e","5122","0","0","n/e","n/e","n/e","472","","1","n/e","n/e","1027","790","n/e","127","184","836","213"
"BZN|BE","29.10.2018 10:00 - 29.10.2018 11:00 (CET)","361","n/e","n/e","5180","0","0","n/e","n/e","n/e","637","","1","n/e","n/e","1027","783","n/e","198","183","822","228"
"BZN|BE","29.10.2018 11:00 - 29.10.2018 12:00 (CET)","361","n/e","n/e","5265","0","7","n/e","n/e","n/e","422","","1","n/e","n/e","1026","797","n/e","242","182","717","162"
"BZN|BE","29.10.2018 12:00 - 29.10.2018 13:00 (CET)","358","n/e","n/e","5338","0","0","n/e","n/e","n/e","336","","0","n/e","n/e","1026","795","n/e","245","184","641","172"
"BZN|BE","29.10.2018 13:00 - 29.10.2018 14:00 (CET)","360","n/e","n/e","5321","0","30","n/e","n/e","n/e","253","","0","n/e","n/e","1026","792","n/e","165","186","677","156"
"BZN|BE","29.10.2018 14:00 - 29.10.2018 15:00 (CET)","362","n/e","n/e","5234","0","8","n/e","n/e","n/e","165","","0","n/e","n/e","1026","791","n/e","129","186","722","260"
"BZN|BE","29.10.2018 15:00 - 29.10.2018 16:00 (CET)","356","n/e","n/e","5121","0","0","n/e","n/e","n/e","2","","0","n/e","n/e","1026","807","n/e","83","186","847","479"
"BZN|BE","29.10.2018 16:00 - 29.10.2018 17:00 (CET)","355","n/e","n/e","4918","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","816","n/e","21","185","760","661"
"BZN|BE","29.10.2018 17:00 - 29.10.2018 18:00 (CET)","358","n/e","n/e","4978","0","0","n/e","n/e","n/e","270","","0","n/e","n/e","1028","791","n/e","0","189","823","779"
"BZN|BE","29.10.2018 18:00 - 29.10.2018 19:00 (CET)","359","n/e","n/e","4888","0","0","n/e","n/e","n/e","442","","0","n/e","n/e","1028","764","n/e","0","190","928","778"
"BZN|BE","29.10.2018 19:00 - 29.10.2018 20:00 (CET)","359","n/e","n/e","4875","0","0","n/e","n/e","n/e","356","","0","n/e","n/e","1028","757","n/e","0","189","970","668"
"BZN|BE","29.10.2018 20:00 - 29.10.2018 21:00 (CET)","360","n/e","n/e","4736","0","0","n/e","n/e","n/e","126","","0","n/e","n/e","1027","730","n/e","0","189","1057","642"
"BZN|BE","29.10.2018 21:00 - 29.10.2018 22:00 (CET)","350","n/e","n/e","4526","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","731","n/e","0","189","1085","788"
"BZN|BE","29.10.2018 22:00 - 29.10.2018 23:00 (CET)","287","n/e","n/e","4434","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","722","n/e","0","190","1102","982"
"BZN|BE","29.10.2018 23:00 - 30.10.2018 00:00 (CET)","270","n/e","n/e","4469","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","725","n/e","0","192","1097","546"
"BZN|BE","30.10.2018 00:00 - 30.10.2018 01:00 (CET)","260","n/e","n/e","4702","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","715","n/e","0","194","1077","452"
"BZN|BE","30.10.2018 01:00 - 30.10.2018 02:00 (CET)","267","n/e","n/e","4734","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","763","n/e","0","194","1048","357"
"BZN|BE","30.10.2018 02:00 - 30.10.2018 03:00 (CET)","270","n/e","n/e","4552","0","0","n/e","n/e","n/e","16","","0","n/e","n/e","1026","770","n/e","0","194","1038","223"
"BZN|BE","30.10.2018 03:00 - 30.10.2018 04:00 (CET)","270","n/e","n/e","4437","0","0","n/e","n/e","n/e","6","","0","n/e","n/e","1027","773","n/e","0","193","1096","201"
"BZN|BE","30.10.2018 04:00 - 30.10.2018 05:00 (CET)","267","n/e","n/e","4279","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","747","n/e","0","192","1080","170"
"BZN|BE","30.10.2018 05:00 - 30.10.2018 06:00 (CET)","295","n/e","n/e","4692","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1027","757","n/e","0","194","948","86"
"BZN|BE","30.10.2018 06:00 - 30.10.2018 07:00 (CET)","351","n/e","n/e","4867","0","0","n/e","n/e","n/e","252","","0","n/e","n/e","1027","778","n/e","0","193","510","107"
"BZN|BE","30.10.2018 07:00 - 30.10.2018 08:00 (CET)","361","n/e","n/e","5033","0","0","n/e","n/e","n/e","331","","0","n/e","n/e","1027","799","n/e","3","191","668","131"
"BZN|BE","30.10.2018 08:00 - 30.10.2018 09:00 (CET)","353","n/e","n/e","5107","0","0","n/e","n/e","n/e","774","","0","n/e","n/e","1027","801","n/e","67","183","299","151"
"BZN|BE","30.10.2018 09:00 - 30.10.2018 10:00 (CET)","353","n/e","n/e","5096","0","16","n/e","n/e","n/e","946","","1","n/e","n/e","1026","797","n/e","143","180","N/A","308"
"BZN|BE","30.10.2018 10:00 - 30.10.2018 11:00 (CET)","355","n/e","n/e","5118","0","64","n/e","n/e","n/e","957","","1","n/e","n/e","1027","795","n/e","193","183","N/A","427"
"BZN|BE","30.10.2018 11:00 - 30.10.2018 12:00 (CET)","355","n/e","n/e","5216","0","96","n/e","n/e","n/e","735","","1","n/e","n/e","1029","805","n/e","200","176","33","528"
"BZN|BE","30.10.2018 12:00 - 30.10.2018 13:00 (CET)","354","n/e","n/e","5277","0","110","n/e","n/e","n/e","183","","1","n/e","n/e","1032","806","n/e","205","182","205","646"
"BZN|BE","30.10.2018 13:00 - 30.10.2018 14:00 (CET)","356","n/e","n/e","5055","0","88","n/e","n/e","n/e","53","","0","n/e","n/e","1032","810","n/e","161","181","904","638"
"BZN|BE","30.10.2018 14:00 - 30.10.2018 15:00 (CET)","354","n/e","n/e","5097","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1031","802","n/e","122","189","1121","951"
"BZN|BE","30.10.2018 15:00 - 30.10.2018 16:00 (CET)","357","n/e","n/e","5071","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1029","823","n/e","66","186","1124","1107"
"BZN|BE","30.10.2018 16:00 - 30.10.2018 17:00 (CET)","365","n/e","n/e","4989","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","818","n/e","12","187","1117","1218"
"BZN|BE","30.10.2018 17:00 - 30.10.2018 18:00 (CET)","365","n/e","n/e","5078","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1028","806","n/e","0","186","1121","1358"
"BZN|BE","30.10.2018 18:00 - 30.10.2018 19:00 (CET)","361","n/e","n/e","5086","0","0","n/e","n/e","n/e","208","","0","n/e","n/e","1024","801","n/e","0","184","1125","1318"
"BZN|BE","30.10.2018 19:00 - 30.10.2018 20:00 (CET)","358","n/e","n/e","4987","0","0","n/e","n/e","n/e","54","","0","n/e","n/e","1024","781","n/e","0","188","1124","1265"
"BZN|BE","30.10.2018 20:00 - 30.10.2018 21:00 (CET)","345","n/e","n/e","4786","0","0","n/e","n/e","n/e","1","","0","n/e","n/e","1024","775","n/e","0","189","1126","1254"
"BZN|BE","30.10.2018 21:00 - 30.10.2018 22:00 (CET)","289","n/e","n/e","4845","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1025","776","n/e","0","186","1123","1216"
"BZN|BE","30.10.2018 22:00 - 30.10.2018 23:00 (CET)","289","n/e","n/e","4930","0","0","n/e","n/e","n/e","0","","0","n/e","n/e","1025","773","n/e","0","189","1105","1027"
